69.6;2023/7/10;22:37:7
69.7;2023/7/10;22:37:9
69.7;2023/7/10;22:37:11
69.6;2023/7/10;22:37:13
69.7;2023/7/10;22:37:15
69.7;2023/7/10;22:37:17
69.6;2023/7/10;22:37:19
69.6;2023/7/10;22:37:21
69.6;2023/7/10;22:37:23
69.7;2023/7/10;22:37:25
69.6;2023/7/10;22:37:28
69.6;2023/7/10;22:37:30
69.6;2023/7/10;22:37:32
69.7;2023/7/10;22:37:34
69.6;2023/7/10;22:37:36
69.6;2023/7/10;22:37:38
69.6;2023/7/10;22:37:40
69.6;2023/7/10;22:37:42
69.6;2023/7/10;22:37:44
69.6;2023/7/10;22:37:46
69.6;2023/7/10;22:37:48
69.6;2023/7/10;22:37:50
69.6;2023/7/10;22:37:52
69.6;2023/7/10;22:37:55
69.6;2023/7/10;22:37:57
69.6;2023/7/10;22:37:59
69.6;2023/7/10;22:38:1
69.6;2023/7/10;22:38:3
69.6;2023/7/10;22:38:5
69.6;2023/7/10;22:38:7
69.6;2023/7/10;22:38:9
69.6;2023/7/10;22:38:11
69.6;2023/7/10;22:38:13
69.6;2023/7/10;22:38:15
69.6;2023/7/10;22:38:17
69.6;2023/7/10;22:38:19
69.7;2023/7/10;22:38:22
69.6;2023/7/10;22:38:24
69.6;2023/7/10;22:38:26
69.6;2023/7/10;22:38:28
69.6;2023/7/10;22:38:30
69.6;2023/7/10;22:38:32
69.6;2023/7/10;22:38:34
69.6;2023/7/10;22:38:36
69.6;2023/7/10;22:38:38
69.7;2023/7/10;22:38:40
69.6;2023/7/10;22:38:42
69.6;2023/7/10;22:38:44
69.6;2023/7/10;22:38:46
69.6;2023/7/10;22:38:49
69.6;2023/7/10;22:38:51
69.6;2023/7/10;22:38:53
69.6;2023/7/10;22:38:55
69.6;2023/7/10;22:38:57
69.6;2023/7/10;22:38:59
69.6;2023/7/10;22:39:1
69.7;2023/7/10;22:39:4
69.7;2023/7/10;22:39:5
69.6;2023/7/10;22:39:7
69.6;2023/7/10;22:39:9
69.6;2023/7/10;22:39:12
69.6;2023/7/10;22:39:13
69.6;2023/7/10;22:39:16
69.6;2023/7/10;22:39:18
69.6;2023/7/10;22:39:20
69.6;2023/7/10;22:39:22
69.6;2023/7/10;22:39:24
69.6;2023/7/10;22:39:26
69.6;2023/7/10;22:39:28
69.6;2023/7/10;22:39:30
69.6;2023/7/10;22:39:32
69.6;2023/7/10;22:39:34
69.6;2023/7/10;22:39:36
69.6;2023/7/10;22:39:38
69.6;2023/7/10;22:39:40
69.6;2023/7/10;22:39:42
69.6;2023/7/10;22:39:45
69.7;2023/7/10;22:39:47
69.6;2023/7/10;22:39:49
69.6;2023/7/10;22:39:51
69.7;2023/7/10;22:39:53
69.7;2023/7/10;22:39:55
69.7;2023/7/10;22:39:57
69.6;2023/7/10;22:39:59
69.7;2023/7/10;22:40:1
69.6;2023/7/10;22:40:3
69.6;2023/7/10;22:40:5
69.6;2023/7/10;22:40:7
69.7;2023/7/10;22:40:9
69.6;2023/7/10;22:40:12
69.6;2023/7/10;22:40:14
69.7;2023/7/10;22:40:16
69.6;2023/7/10;22:40:18
69.6;2023/7/10;22:40:20
69.6;2023/7/10;22:40:22
69.6;2023/7/10;22:40:24
69.7;2023/7/10;22:40:26
69.6;2023/7/10;22:40:28
69.6;2023/7/10;22:40:30
69.7;2023/7/10;22:40:32
69.7;2023/7/10;22:40:34
69.6;2023/7/10;22:40:37
69.6;2023/7/10;22:40:39
69.7;2023/7/10;22:40:41
69.7;2023/7/10;22:40:43
69.6;2023/7/10;22:40:45
69.6;2023/7/10;22:40:47
69.7;2023/7/10;22:40:49
69.7;2023/7/10;22:40:51
69.6;2023/7/10;22:40:53
69.6;2023/7/10;22:40:55
69.6;2023/7/10;22:40:57
69.6;2023/7/10;22:40:59
69.6;2023/7/10;22:41:1
69.6;2023/7/10;22:41:3
69.7;2023/7/10;22:41:6
69.6;2023/7/10;22:41:8
69.6;2023/7/10;22:41:10
69.7;2023/7/10;22:41:12
69.6;2023/7/10;22:41:14
69.6;2023/7/10;22:41:16
69.6;2023/7/10;22:41:18
69.7;2023/7/10;22:41:20
69.6;2023/7/10;22:41:22
69.6;2023/7/10;22:41:24
69.7;2023/7/10;22:41:26
69.6;2023/7/10;22:41:28
69.7;2023/7/10;22:41:31
69.7;2023/7/10;22:41:33
69.6;2023/7/10;22:41:35
69.6;2023/7/10;22:41:37
69.6;2023/7/10;22:41:39
69.6;2023/7/10;22:41:41
69.6;2023/7/10;22:41:43
69.6;2023/7/10;22:41:45
69.6;2023/7/10;22:41:47
69.6;2023/7/10;22:41:49
69.6;2023/7/10;22:41:51
69.6;2023/7/10;22:41:53
69.6;2023/7/10;22:41:55
69.6;2023/7/10;22:41:57
69.6;2023/7/10;22:42:0
69.6;2023/7/10;22:42:2
69.6;2023/7/10;22:42:4
69.6;2023/7/10;22:42:6
69.6;2023/7/10;22:42:8
69.6;2023/7/10;22:42:10
69.6;2023/7/10;22:42:12
69.6;2023/7/10;22:42:14
69.6;2023/7/10;22:42:16
69.6;2023/7/10;22:42:18
69.6;2023/7/10;22:42:20
69.6;2023/7/10;22:42:22
69.6;2023/7/10;22:42:24
69.6;2023/7/10;22:42:27
69.6;2023/7/10;22:42:29
69.6;2023/7/10;22:42:31
69.6;2023/7/10;22:42:33
69.6;2023/7/10;22:42:35
69.7;2023/7/10;22:42:37
69.7;2023/7/10;22:42:39
69.6;2023/7/10;22:42:41
69.6;2023/7/10;22:42:43
69.7;2023/7/10;22:42:45
69.7;2023/7/10;22:42:47
69.6;2023/7/10;22:42:49
69.6;2023/7/10;22:42:51
69.6;2023/7/10;22:42:54
69.7;2023/7/10;22:42:56
69.6;2023/7/10;22:42:58
69.6;2023/7/10;22:43:0
69.6;2023/7/10;22:43:2
69.6;2023/7/10;22:43:4
69.6;2023/7/10;22:43:9
69.6;2023/7/10;22:43:9
69.6;2023/7/10;22:43:10
69.6;2023/7/10;22:43:12
69.6;2023/7/10;22:43:14
69.6;2023/7/10;22:43:16
69.6;2023/7/10;22:43:18
69.6;2023/7/10;22:43:20
69.6;2023/7/10;22:43:23
69.6;2023/7/10;22:43:25
69.7;2023/7/10;22:43:27
69.6;2023/7/10;22:43:29
69.6;2023/7/10;22:43:31
69.7;2023/7/10;22:43:33
69.6;2023/7/10;22:43:35
69.7;2023/7/10;22:43:37
69.6;2023/7/10;22:43:39
69.6;2023/7/10;22:43:41
69.7;2023/7/10;22:43:43
69.6;2023/7/10;22:43:45
69.6;2023/7/10;22:43:47
69.6;2023/7/10;22:43:50
69.7;2023/7/10;22:43:52
69.7;2023/7/10;22:43:54
69.6;2023/7/10;22:43:56
69.6;2023/7/10;22:43:58
69.7;2023/7/10;22:44:0
69.7;2023/7/10;22:44:2
69.6;2023/7/10;22:44:4
69.6;2023/7/10;22:44:6
69.7;2023/7/10;22:44:8
69.6;2023/7/10;22:44:10
69.6;2023/7/10;22:44:12
69.6;2023/7/10;22:44:14
69.6;2023/7/10;22:44:17
69.6;2023/7/10;22:44:19
69.6;2023/7/10;22:44:21
69.6;2023/7/10;22:44:23
69.6;2023/7/10;22:44:25
69.6;2023/7/10;22:44:27
69.6;2023/7/10;22:44:29
69.6;2023/7/10;22:44:31
69.6;2023/7/10;22:44:33
69.6;2023/7/10;22:44:35
69.7;2023/7/10;22:44:37
69.6;2023/7/10;22:44:39
69.6;2023/7/10;22:44:41
69.6;2023/7/10;22:44:44
69.6;2023/7/10;22:44:46
69.6;2023/7/10;22:44:48
69.6;2023/7/10;22:44:50
69.6;2023/7/10;22:44:52
69.6;2023/7/10;22:44:54
69.6;2023/7/10;22:44:56
69.6;2023/7/10;22:44:58
69.6;2023/7/10;22:45:0
69.6;2023/7/10;22:45:2
69.6;2023/7/10;22:45:5
69.6;2023/7/10;22:45:6
69.6;2023/7/10;22:45:8
69.6;2023/7/10;22:45:11
69.6;2023/7/10;22:45:13
69.6;2023/7/10;22:45:15
69.6;2023/7/10;22:45:17
69.6;2023/7/10;22:45:19
69.6;2023/7/10;22:45:21
69.6;2023/7/10;22:45:23
69.6;2023/7/10;22:45:25
69.6;2023/7/10;22:45:27
69.6;2023/7/10;22:45:29
69.6;2023/7/10;22:45:31
69.6;2023/7/10;22:45:33
69.6;2023/7/10;22:45:35
69.6;2023/7/10;22:45:38
69.6;2023/7/10;22:45:40
69.6;2023/7/10;22:45:42
69.6;2023/7/10;22:45:44
69.6;2023/7/10;22:45:46
69.6;2023/7/10;22:45:48
69.6;2023/7/10;22:45:50
69.6;2023/7/10;22:45:52
69.6;2023/7/10;22:45:54
69.6;2023/7/10;22:45:56
69.6;2023/7/10;22:45:58
69.6;2023/7/10;22:46:0
69.6;2023/7/10;22:46:2
69.6;2023/7/10;22:46:5
69.6;2023/7/10;22:46:7
69.6;2023/7/10;22:46:9
69.6;2023/7/10;22:46:11
69.6;2023/7/10;22:46:13
69.6;2023/7/10;22:46:15
69.6;2023/7/10;22:46:17
69.6;2023/7/10;22:46:19
69.6;2023/7/10;22:46:21
69.6;2023/7/10;22:46:23
69.6;2023/7/10;22:46:25
69.6;2023/7/10;22:46:27
69.6;2023/7/10;22:46:29
69.6;2023/7/10;22:46:32
69.6;2023/7/10;22:46:34
69.6;2023/7/10;22:46:36
69.6;2023/7/10;22:46:38
69.6;2023/7/10;22:46:40
69.6;2023/7/10;22:46:47
69.6;2023/7/10;22:46:47
69.6;2023/7/10;22:46:47
69.6;2023/7/10;22:46:48
69.6;2023/7/10;22:46:50
69.6;2023/7/10;22:46:52
69.6;2023/7/10;22:46:54
69.6;2023/7/10;22:46:56
69.7;2023/7/10;22:46:59
69.6;2023/7/10;22:47:1
69.6;2023/7/10;22:47:3
69.6;2023/7/10;22:47:5
69.5;2023/7/10;22:47:7
69.6;2023/7/10;22:47:9
69.6;2023/7/10;22:47:11
69.6;2023/7/10;22:47:13
69.6;2023/7/10;22:47:15
69.6;2023/7/10;22:47:17
69.6;2023/7/10;22:47:19
69.6;2023/7/10;22:47:21
69.6;2023/7/10;22:47:23
69.6;2023/7/10;22:47:25
69.6;2023/7/10;22:47:28
69.6;2023/7/10;22:47:30
69.6;2023/7/10;22:47:32
69.6;2023/7/10;22:47:34
69.6;2023/7/10;22:47:36
69.6;2023/7/10;22:47:38
69.6;2023/7/10;22:47:40
69.6;2023/7/10;22:47:42
69.6;2023/7/10;22:47:44
69.6;2023/7/10;22:47:46
69.6;2023/7/10;22:47:48
69.6;2023/7/10;22:47:50
69.7;2023/7/10;22:47:52
69.7;2023/7/10;22:47:55
69.6;2023/7/10;22:47:57
69.6;2023/7/10;22:47:59
69.7;2023/7/10;22:48:1
69.6;2023/7/10;22:48:3
69.7;2023/7/10;22:48:5
69.6;2023/7/10;22:48:7
69.6;2023/7/10;22:48:9
69.6;2023/7/10;22:48:11
69.6;2023/7/10;22:48:13
69.6;2023/7/10;22:48:15
69.6;2023/7/10;22:48:17
69.6;2023/7/10;22:48:19
69.7;2023/7/10;22:48:22
69.6;2023/7/10;22:48:24
69.6;2023/7/10;22:48:26
69.6;2023/7/10;22:48:28
69.6;2023/7/10;22:48:30
69.5;2023/7/10;22:48:32
69.5;2023/7/10;22:48:34
69.5;2023/7/10;22:48:36
69.6;2023/7/10;22:48:38
69.6;2023/7/10;22:48:40
69.6;2023/7/10;22:48:42
69.6;2023/7/10;22:48:44
69.5;2023/7/10;22:48:46
69.6;2023/7/10;22:48:49
69.6;2023/7/10;22:48:51
69.6;2023/7/10;22:48:53
69.6;2023/7/10;22:48:55
69.6;2023/7/10;22:48:57
69.6;2023/7/10;22:48:59
69.6;2023/7/10;22:49:1
69.6;2023/7/10;22:49:3
69.6;2023/7/10;22:49:5
69.6;2023/7/10;22:49:7
69.6;2023/7/10;22:49:9
69.6;2023/7/10;22:49:11
69.6;2023/7/10;22:49:13
69.6;2023/7/10;22:49:16
69.6;2023/7/10;22:49:18
69.6;2023/7/10;22:49:20
69.6;2023/7/10;22:49:22
69.6;2023/7/10;22:49:24
69.6;2023/7/10;22:49:26
69.6;2023/7/10;22:49:28
69.6;2023/7/10;22:49:30
69.6;2023/7/10;22:49:32
69.6;2023/7/10;22:49:34
69.6;2023/7/10;22:49:36
69.6;2023/7/10;22:49:38
69.6;2023/7/10;22:49:40
69.6;2023/7/10;22:49:43
69.6;2023/7/10;22:49:45
69.6;2023/7/10;22:49:47
69.7;2023/7/10;22:49:49
69.7;2023/7/10;22:49:51
69.6;2023/7/10;22:49:53
69.6;2023/7/10;22:49:55
69.7;2023/7/10;22:49:57
69.6;2023/7/10;22:49:59
69.6;2023/7/10;22:50:1
69.6;2023/7/10;22:50:3
69.6;2023/7/10;22:50:5
69.6;2023/7/10;22:50:7
69.7;2023/7/10;22:50:10
69.6;2023/7/10;22:50:12
69.6;2023/7/10;22:50:14
69.6;2023/7/10;22:50:16
69.6;2023/7/10;22:50:18
69.6;2023/7/10;22:50:20
69.6;2023/7/10;22:50:22
69.6;2023/7/10;22:50:24
69.6;2023/7/10;22:50:26
69.6;2023/7/10;22:50:28
69.6;2023/7/10;22:50:30
69.6;2023/7/10;22:50:32
69.6;2023/7/10;22:50:34
69.6;2023/7/10;22:50:37
69.6;2023/7/10;22:50:39
69.6;2023/7/10;22:50:41
69.6;2023/7/10;22:50:43
69.6;2023/7/10;22:50:45
69.6;2023/7/10;22:50:47
69.6;2023/7/10;22:50:49
69.6;2023/7/10;22:50:51
69.6;2023/7/10;22:50:53
69.6;2023/7/10;22:50:55
69.6;2023/7/10;22:50:57
69.6;2023/7/10;22:50:59
69.6;2023/7/10;22:51:1
69.6;2023/7/10;22:51:3
69.6;2023/7/10;22:51:6
69.6;2023/7/10;22:51:8
69.6;2023/7/10;22:51:10
69.6;2023/7/10;22:51:12
69.7;2023/7/10;22:51:14
69.6;2023/7/10;22:51:16
69.7;2023/7/10;22:51:18
69.6;2023/7/10;22:51:20
69.6;2023/7/10;22:51:23
69.6;2023/7/10;22:51:25
69.6;2023/7/10;22:51:27
69.6;2023/7/10;22:51:29
69.6;2023/7/10;22:51:31
69.6;2023/7/10;22:51:33
69.6;2023/7/10;22:51:35
69.6;2023/7/10;22:51:37
69.6;2023/7/10;22:51:39
69.6;2023/7/10;22:51:42
69.6;2023/7/10;22:51:44
69.6;2023/7/10;22:51:46
69.6;2023/7/10;22:51:48
69.6;2023/7/10;22:51:50
69.6;2023/7/10;22:51:55
69.6;2023/7/10;22:51:55
69.6;2023/7/10;22:51:56
69.6;2023/7/10;22:51:58
69.6;2023/7/10;22:52:0
69.6;2023/7/10;22:52:2
69.6;2023/7/10;22:52:4
69.6;2023/7/10;22:52:7
69.6;2023/7/10;22:52:9
69.6;2023/7/10;22:52:11
69.6;2023/7/10;22:52:13
69.6;2023/7/10;22:52:15
69.6;2023/7/10;22:52:17
69.6;2023/7/10;22:52:19
69.5;2023/7/10;22:52:21
69.5;2023/7/10;22:52:23
69.6;2023/7/10;22:52:25
69.6;2023/7/10;22:52:27
69.6;2023/7/10;22:52:29
69.6;2023/7/10;22:52:31
69.6;2023/7/10;22:52:34
69.6;2023/7/10;22:52:36
69.6;2023/7/10;22:52:38
69.6;2023/7/10;22:52:40
69.6;2023/7/10;22:52:42
69.6;2023/7/10;22:52:44
69.6;2023/7/10;22:52:46
69.6;2023/7/10;22:52:48
69.5;2023/7/10;22:52:50
69.6;2023/7/10;22:52:52
69.6;2023/7/10;22:52:54
69.6;2023/7/10;22:52:56
69.6;2023/7/10;22:52:58
69.6;2023/7/10;22:53:1
69.6;2023/7/10;22:53:3
69.6;2023/7/10;22:53:5
69.6;2023/7/10;22:53:7
69.6;2023/7/10;22:53:9
69.6;2023/7/10;22:53:11
69.6;2023/7/10;22:53:13
69.6;2023/7/10;22:53:18
69.6;2023/7/10;22:53:18
69.6;2023/7/10;22:53:19
69.6;2023/7/10;22:53:21
69.6;2023/7/10;22:53:23
69.6;2023/7/10;22:53:26
69.5;2023/7/10;22:53:28
69.6;2023/7/10;22:53:30
69.6;2023/7/10;22:53:32
69.6;2023/7/10;22:53:34
69.6;2023/7/10;22:53:36
69.6;2023/7/10;22:53:38
69.6;2023/7/10;22:53:40
69.6;2023/7/10;22:53:42
69.7;2023/7/10;22:53:44
69.6;2023/7/10;22:53:46
69.6;2023/7/10;22:53:48
69.6;2023/7/10;22:53:50
69.6;2023/7/10;22:53:53
69.7;2023/7/10;22:53:55
69.6;2023/7/10;22:53:57
69.7;2023/7/10;22:53:59
69.7;2023/7/10;22:54:1
69.7;2023/7/10;22:54:3
69.6;2023/7/10;22:54:5
69.6;2023/7/10;22:54:7
69.6;2023/7/10;22:54:9
69.6;2023/7/10;22:54:11
69.6;2023/7/10;22:54:13
69.6;2023/7/10;22:54:16
69.6;2023/7/10;22:54:18
69.6;2023/7/10;22:54:20
69.6;2023/7/10;22:54:22
69.6;2023/7/10;22:54:24
69.6;2023/7/10;22:54:26
69.6;2023/7/10;22:54:28
69.6;2023/7/10;22:54:30
69.6;2023/7/10;22:54:32
69.6;2023/7/10;22:54:34
69.6;2023/7/10;22:54:36
69.6;2023/7/10;22:54:38
69.6;2023/7/10;22:54:41
69.6;2023/7/10;22:54:43
69.6;2023/7/10;22:54:45
69.6;2023/7/10;22:54:47
69.6;2023/7/10;22:54:49
69.6;2023/7/10;22:54:51
69.6;2023/7/10;22:54:53
69.6;2023/7/10;22:54:55
69.6;2023/7/10;22:54:57
69.6;2023/7/10;22:54:59
69.6;2023/7/10;22:55:1
69.6;2023/7/10;22:55:3
69.6;2023/7/10;22:55:6
69.6;2023/7/10;22:55:8
69.6;2023/7/10;22:55:10
69.6;2023/7/10;22:55:12
69.6;2023/7/10;22:55:14
69.6;2023/7/10;22:55:16
69.6;2023/7/10;22:55:18
69.6;2023/7/10;22:55:20
69.6;2023/7/10;22:55:22
69.6;2023/7/10;22:55:25
69.6;2023/7/10;22:55:27
69.6;2023/7/10;22:55:29
69.6;2023/7/10;22:55:31
69.6;2023/7/10;22:55:33
69.6;2023/7/10;22:55:35
69.6;2023/7/10;22:55:37
69.6;2023/7/10;22:55:39
69.6;2023/7/10;22:55:41
69.6;2023/7/10;22:55:43
69.6;2023/7/10;22:55:45
69.5;2023/7/10;22:55:48
69.5;2023/7/10;22:55:50
69.5;2023/7/10;22:55:52
69.6;2023/7/10;22:55:54
69.6;2023/7/10;22:55:56
69.6;2023/7/10;22:55:58
69.5;2023/7/10;22:56:0
69.6;2023/7/10;22:56:2
69.6;2023/7/10;22:56:4
69.6;2023/7/10;22:56:6
69.6;2023/7/10;22:56:8
69.6;2023/7/10;22:56:11
69.7;2023/7/10;22:56:13
69.7;2023/7/10;22:56:15
69.6;2023/7/10;22:56:17
69.6;2023/7/10;22:56:19
69.6;2023/7/10;22:56:21
69.6;2023/7/10;22:56:23
69.6;2023/7/10;22:56:25
69.6;2023/7/10;22:56:27
69.7;2023/7/10;22:56:29
69.7;2023/7/10;22:56:31
69.7;2023/7/10;22:56:33
69.7;2023/7/10;22:56:36
69.7;2023/7/10;22:56:38
69.6;2023/7/10;22:56:40
69.7;2023/7/10;22:56:42
69.6;2023/7/10;22:56:44
69.6;2023/7/10;22:56:46
69.6;2023/7/10;22:56:48
69.6;2023/7/10;22:56:50
69.6;2023/7/10;22:56:52
69.6;2023/7/10;22:56:54
69.6;2023/7/10;22:56:56
69.6;2023/7/10;22:56:58
69.6;2023/7/10;22:57:1
69.6;2023/7/10;22:57:3
69.6;2023/7/10;22:57:5
69.6;2023/7/10;22:57:7
69.6;2023/7/10;22:57:9
69.6;2023/7/10;22:57:11
69.6;2023/7/10;22:57:13
69.6;2023/7/10;22:57:15
69.6;2023/7/10;22:57:17
69.6;2023/7/10;22:57:19
69.6;2023/7/10;22:57:21
69.5;2023/7/10;22:57:23
69.5;2023/7/10;22:57:26
69.5;2023/7/10;22:57:28
69.5;2023/7/10;22:57:30
69.6;2023/7/10;22:57:32
69.6;2023/7/10;22:57:34
69.5;2023/7/10;22:57:36
69.6;2023/7/10;22:57:38
69.6;2023/7/10;22:57:40
69.6;2023/7/10;22:57:42
69.6;2023/7/10;22:57:44
69.6;2023/7/10;22:57:46
69.6;2023/7/10;22:57:48
69.6;2023/7/10;22:57:51
69.6;2023/7/10;22:57:53
69.6;2023/7/10;22:57:55
69.6;2023/7/10;22:57:57
69.6;2023/7/10;22:57:59
69.6;2023/7/10;22:58:1
69.6;2023/7/10;22:58:3
69.6;2023/7/10;22:58:5
69.5;2023/7/10;22:58:7
69.5;2023/7/10;22:58:9
69.5;2023/7/10;22:58:11
69.5;2023/7/10;22:58:13
69.6;2023/7/10;22:58:16
69.6;2023/7/10;22:58:18
69.6;2023/7/10;22:58:20
69.6;2023/7/10;22:58:22
69.6;2023/7/10;22:58:24
69.6;2023/7/10;22:58:26
69.6;2023/7/10;22:58:28
69.6;2023/7/10;22:58:30
69.6;2023/7/10;22:58:32
69.6;2023/7/10;22:58:34
69.6;2023/7/10;22:58:36
69.6;2023/7/10;22:58:39
69.6;2023/7/10;22:58:41
69.5;2023/7/10;22:58:43
69.6;2023/7/10;22:58:45
69.5;2023/7/10;22:58:47
69.5;2023/7/10;22:58:49
69.6;2023/7/10;22:58:51
69.6;2023/7/10;22:58:53
69.6;2023/7/10;22:58:55
69.6;2023/7/10;22:58:57
69.6;2023/7/10;22:58:59
69.5;2023/7/10;22:59:1
69.5;2023/7/10;22:59:3
69.5;2023/7/10;22:59:6
69.5;2023/7/10;22:59:8
69.5;2023/7/10;22:59:10
69.5;2023/7/10;22:59:12
69.5;2023/7/10;22:59:14
69.6;2023/7/10;22:59:16
69.6;2023/7/10;22:59:19
69.6;2023/7/10;22:59:20
69.5;2023/7/10;22:59:22
69.6;2023/7/10;22:59:24
69.5;2023/7/10;22:59:26
69.6;2023/7/10;22:59:28
69.6;2023/7/10;22:59:31
69.6;2023/7/10;22:59:33
69.6;2023/7/10;22:59:35
69.6;2023/7/10;22:59:37
69.6;2023/7/10;22:59:39
69.6;2023/7/10;22:59:41
69.6;2023/7/10;22:59:43
69.5;2023/7/10;22:59:45
69.5;2023/7/10;22:59:47
69.5;2023/7/10;22:59:49
69.6;2023/7/10;22:59:51
69.5;2023/7/10;22:59:53
69.5;2023/7/10;22:59:56
69.5;2023/7/10;22:59:58
69.5;2023/7/10;23:0:0
69.6;2023/7/10;23:0:2
69.6;2023/7/10;23:0:4
69.6;2023/7/10;23:0:6
69.6;2023/7/10;23:0:8
69.6;2023/7/10;23:0:10
69.6;2023/7/10;23:0:12
69.6;2023/7/10;23:0:14
69.6;2023/7/10;23:0:16
69.6;2023/7/10;23:0:18
69.6;2023/7/10;23:0:21
69.6;2023/7/10;23:0:23
69.6;2023/7/10;23:0:25
69.6;2023/7/10;23:0:27
69.6;2023/7/10;23:0:29
69.5;2023/7/10;23:0:31
69.6;2023/7/10;23:0:33
69.6;2023/7/10;23:0:35
69.6;2023/7/10;23:0:37
69.6;2023/7/10;23:0:39
69.6;2023/7/10;23:0:41
69.6;2023/7/10;23:0:43
69.6;2023/7/10;23:0:46
69.6;2023/7/10;23:0:48
69.6;2023/7/10;23:0:50
69.6;2023/7/10;23:0:52
69.5;2023/7/10;23:0:54
69.5;2023/7/10;23:0:56
69.5;2023/7/10;23:0:58
69.5;2023/7/10;23:1:0
69.6;2023/7/10;23:1:2
69.6;2023/7/10;23:1:5
69.6;2023/7/10;23:1:7
69.5;2023/7/10;23:1:9
69.5;2023/7/10;23:1:11
69.6;2023/7/10;23:1:13
69.6;2023/7/10;23:1:15
69.6;2023/7/10;23:1:17
69.6;2023/7/10;23:1:19
69.6;2023/7/10;23:1:21
69.6;2023/7/10;23:1:23
69.6;2023/7/10;23:1:25
69.6;2023/7/10;23:1:27
69.6;2023/7/10;23:1:30
69.5;2023/7/10;23:1:32
69.6;2023/7/10;23:1:34
69.6;2023/7/10;23:1:36
69.5;2023/7/10;23:1:38
69.5;2023/7/10;23:1:40
69.5;2023/7/10;23:1:42
69.5;2023/7/10;23:1:44
69.5;2023/7/10;23:1:46
69.5;2023/7/10;23:1:48
69.5;2023/7/10;23:1:50
69.5;2023/7/10;23:1:52
69.5;2023/7/10;23:1:55
69.5;2023/7/10;23:1:57
69.5;2023/7/10;23:1:59
69.5;2023/7/10;23:2:1
69.5;2023/7/10;23:2:3
69.5;2023/7/10;23:2:5
69.5;2023/7/10;23:2:7
69.5;2023/7/10;23:2:9
69.5;2023/7/10;23:2:11
69.5;2023/7/10;23:2:13
69.6;2023/7/10;23:2:15
69.6;2023/7/10;23:2:17
69.5;2023/7/10;23:2:20
69.6;2023/7/10;23:2:22
69.5;2023/7/10;23:2:24
69.6;2023/7/10;23:2:26
69.5;2023/7/10;23:2:28
69.5;2023/7/10;23:2:30
69.6;2023/7/10;23:2:32
69.6;2023/7/10;23:2:34
69.6;2023/7/10;23:2:36
69.6;2023/7/10;23:2:38
69.6;2023/7/10;23:2:40
69.6;2023/7/10;23:2:42
69.6;2023/7/10;23:2:44
69.5;2023/7/10;23:2:47
69.4;2023/7/10;23:2:49
69.4;2023/7/10;23:2:51
69.4;2023/7/10;23:2:53
69.4;2023/7/10;23:2:55
69.4;2023/7/10;23:2:57
69.6;2023/7/10;23:2:59
69.7;2023/7/10;23:3:1
69.8;2023/7/10;23:3:3
69.8;2023/7/10;23:3:5
69.7;2023/7/10;23:3:7
69.7;2023/7/10;23:3:9
69.6;2023/7/10;23:3:11
69.4;2023/7/10;23:3:14
69.3;2023/7/10;23:3:16
69.3;2023/7/10;23:3:18
69.2;2023/7/10;23:3:20
69.2;2023/7/10;23:3:22
69.2;2023/7/10;23:3:24
69.2;2023/7/10;23:3:26
69.1;2023/7/10;23:3:28
69.1;2023/7/10;23:3:30
69.1;2023/7/10;23:3:32
69.1;2023/7/10;23:3:34
69.1;2023/7/10;23:3:36
69;2023/7/10;23:3:39
69;2023/7/10;23:3:41
69.1;2023/7/10;23:3:43
69.1;2023/7/10;23:3:45
69.1;2023/7/10;23:3:47
69.1;2023/7/10;23:3:49
69.1;2023/7/10;23:3:51
69.3;2023/7/10;23:3:53
69.4;2023/7/10;23:3:55
69.4;2023/7/10;23:3:57
69.5;2023/7/10;23:3:59
69.6;2023/7/10;23:4:1
69.7;2023/7/10;23:4:4
69.8;2023/7/10;23:4:6
69.8;2023/7/10;23:4:8
69.8;2023/7/10;23:4:10
69.8;2023/7/10;23:4:12
69.9;2023/7/10;23:4:14
